OBS,Path,BaseTable,DataTablePath,f.Name,prompttext,ft.Name,DataType,mmria_path,value1,value2,mmria_value,MMRIA Group Name,Comments
120,ChildBirthCertificate9.PO_OthFetPres,ChildBirthCertificate,ChildBirthCertificate9,PO_OthFetPres,Other presentation,Text,Text,birth_certificate_infant_fetal_section/method_of_delivery/fetal_delivery,,,,,
121,ChildBirthCertificate9.PO_RecNo1,ChildBirthCertificate,ChildBirthCertificate9,PO_RecNo1,Mother's Record ID,Text,Text,,,,,,Copied from home record in MMRDS; Not needed in MMRIA
122,ChildBirthCertificate9.PO_RecTypeFD,ChildBirthCertificate,ChildBirthCertificate9,PO_RecTypeFD,Fetal death,Checkbox,Boolean,birth_certificate_infant_fetal_section/record_type,Fetal death,,Fetal Death,,
123,ChildBirthCertificate9.PO_RecTypeLB,ChildBirthCertificate,ChildBirthCertificate9,PO_RecTypeLB,Live birth,Checkbox,Boolean,birth_certificate_infant_fetal_section/record_type,Live birth,,Live Birth,,
124,ChildBirthCertificate9.PO_Seizure,ChildBirthCertificate,ChildBirthCertificate9,PO_Seizure,Seizure or serious neurologic dysfunction,Checkbox,Boolean,birth_certificate_infant_fetal_section/abnormal_conditions_of_newborn,Seizure or serious neurologic dysfunction,,Seizure or serious neurologic dysfunction,,
125,ChildBirthCertificate9.PO_Sex,ChildBirthCertificate,ChildBirthCertificate9,PO_Sex,Gender,Comment Legal,Unknown,birth_certificate_infant_fetal_section/biometrics_and_demographics/gender,,,(blank),,
126,ChildBirthCertificate9.PO_Sex,ChildBirthCertificate,ChildBirthCertificate9,PO_Sex,Gender,Comment Legal,Unknown,birth_certificate_infant_fetal_section/biometrics_and_demographics/gender,1,1 - Male,Male,,
127,ChildBirthCertificate9.PO_Sex,ChildBirthCertificate,ChildBirthCertificate9,PO_Sex,Gender,Comment Legal,Unknown,birth_certificate_infant_fetal_section/biometrics_and_demographics/gender,2,2 - Female,Female,,
128,ChildBirthCertificate9.PO_Sex,ChildBirthCertificate,ChildBirthCertificate9,PO_Sex,Gender,Comment Legal,Unknown,birth_certificate_infant_fetal_section/biometrics_and_demographics/gender,3,3 - Unknown,Unknown,,
129,ChildBirthCertificate9.PO_Sex,ChildBirthCertificate,ChildBirthCertificate9,PO_Sex,Gender,Comment Legal,Unknown,birth_certificate_infant_fetal_section/biometrics_and_demographics/gender,9,9 - Not specified,Not Specified,,
130,ChildBirthCertificate9.PO_StateCertNo,ChildBirthCertificate,ChildBirthCertificate9,PO_StateCertNo,State file no.,Text,Text,birth_certificate_infant_fetal_section/record_identification/state_file_number,,,,,
131,ChildBirthCertificate9.PO_Surfactant,ChildBirthCertificate,ChildBirthCertificate9,PO_Surfactant,"Newborn given surfactant 
replacement therapy",Checkbox,Boolean,birth_certificate_infant_fetal_section/abnormal_conditions_of_newborn,"Newborn given surfactant 
replacement therapy",,Newborn given surfactant replacement therapy,,
132,ChildBirthCertificate9.PO_TOB,ChildBirthCertificate,ChildBirthCertificate9,PO_TOB,Time of delivery,Time,Time,birth_certificate_infant_fetal_section/record_identification/time_of_delivery,,,,,
133,ChildBirthCertificate9.PO_Trans2Fac,ChildBirthCertificate,ChildBirthCertificate9,PO_Trans2Fac,"Specify facility, city, and state:",Text,Text,birth_certificate_infant_fetal_section/biometrics_and_demographics/facility_city_state,,,,,
134,ChildBirthCertificate9.PO_VacExtr,ChildBirthCertificate,ChildBirthCertificate9,PO_VacExtr,B. Was delivery with vacuum extraction attempted but unsuccessful?,Legal Values,Unknown,birth_certificate_infant_fetal_section/method_of_delivery/was_delivery_with_vacuum_extration_attempted_but_unsuccessful,,,(blank),,
135,ChildBirthCertificate9.PO_VacExtr,ChildBirthCertificate,ChildBirthCertificate9,PO_VacExtr,B. Was delivery with vacuum extraction attempted but unsuccessful?,Legal Values,Unknown,birth_certificate_infant_fetal_section/method_of_delivery/was_delivery_with_vacuum_extration_attempted_but_unsuccessful,1,1 - Yes,Yes,,
136,ChildBirthCertificate9.PO_VacExtr,ChildBirthCertificate,ChildBirthCertificate9,PO_VacExtr,B. Was delivery with vacuum extraction attempted but unsuccessful?,Legal Values,Unknown,birth_certificate_infant_fetal_section/method_of_delivery/was_delivery_with_vacuum_extration_attempted_but_unsuccessful,2,2 - No,No,,
137,ChildBirthCertificate9.PO_VacExtr,ChildBirthCertificate,ChildBirthCertificate9,PO_VacExtr,B. Was delivery with vacuum extraction attempted but unsuccessful?,Legal Values,Unknown,birth_certificate_infant_fetal_section/method_of_delivery/was_delivery_with_vacuum_extration_attempted_but_unsuccessful,9,9 - Not specified,Not Specified,,
138,ChildBirthCertificate9.PO_Vent,ChildBirthCertificate,ChildBirthCertificate9,PO_Vent,"Assisted ventilation required
immediately following delivery",Checkbox,Boolean,birth_certificate_infant_fetal_section/abnormal_conditions_of_newborn,"Assisted ventilation required
immediately following delivery",,Assisted ventilation required immediately following delivery,,
139,ChildBirthCertificate9.PO_Vent6,ChildBirthCertificate,ChildBirthCertificate9,PO_Vent6,Assisted ventilation required for more than 6 hours,Checkbox,Boolean,birth_certificate_infant_fetal_section/abnormal_conditions_of_newborn,Assisted ventilation required for more than 6 hours,,Assisted ventilation required for more than 6 hours,,
140,CommitteeReview28.CR_CDCICDMM_grd,CommitteeReview,CommitteeReview28,CR_CDCICDMM_grd,"If Pregnancy Related, Committee determination of Underlying cause(s) of death* ",Grid,Unknown,,,,,,
141,CommitteeReview28.CR_CoD_grid,CommitteeReview,CommitteeReview28,CR_CoD_grid,Committee Determination of Cause(s) of Death,Grid,Unknown,,,,,,
142,CommitteeReview28.CR_ICDver,CommitteeReview,CommitteeReview28,CR_ICDver,ICD code book version,Number,Number,,,,,,we chose not to include this in MMRIA.  No mapping needed.
143,CommitteeReview28.CR_MMRecord,CommitteeReview,CommitteeReview28,CR_MMRecord,How was this death identified? (primary source)*,Legal Values,Unknown,home_record/how_was_this_death_identified,,,(blank),,
144,CommitteeReview28.CR_MMRecord,CommitteeReview,CommitteeReview28,CR_MMRecord,How was this death identified? (primary source)*,Legal Values,Unknown,home_record/how_was_this_death_identified,Obstetric ICD codes from the death certificate,,Obstetric ICD codes from the Death Certificate,,
145,CommitteeReview28.CR_MMRecord,CommitteeReview,CommitteeReview28,CR_MMRecord,How was this death identified? (primary source)*,Legal Values,Unknown,home_record/how_was_this_death_identified,Pregnancy check box on death certificate,,Pregnancy Checkbox on Death Certificate,,
146,CommitteeReview28.CR_MMRecord,CommitteeReview,CommitteeReview28,CR_MMRecord,How was this death identified? (primary source)*,Legal Values,Unknown,home_record/how_was_this_death_identified,Record linkage of death and birth (fetal death) certificates,,Record Linkage of Death and Birth/Fetal Death Certificates,,
147,CommitteeReview28.CR_MMRecord,CommitteeReview,CommitteeReview28,CR_MMRecord,How was this death identified? (primary source)*,Legal Values,Unknown,home_record/how_was_this_death_identified,Record linkage of death certificate and hospital discharge data,,Record Linkage of Death Certificate and Hospital Discharge Data,,
148,CommitteeReview28.CR_MMRecord,CommitteeReview,CommitteeReview28,CR_MMRecord,How was this death identified? (primary source)*,Legal Values,Unknown,home_record/how_was_this_death_identified,Facility reporting,,Facility Reporting,,
149,CommitteeReview28.CR_MMRecord,CommitteeReview,CommitteeReview28,CR_MMRecord,How was this death identified? (primary source)*,Legal Values,Unknown,home_record/how_was_this_death_identified,Obituary,,Obituary,,
150,CommitteeReview28.CR_MMRecord,CommitteeReview,CommitteeReview28,CR_MMRecord,How was this death identified? (primary source)*,Legal Values,Unknown,home_record/how_was_this_death_identified,Social media,,Social Media,,
151,CommitteeReview28.CR_MMRecord,CommitteeReview,CommitteeReview28,CR_MMRecord,How was this death identified? (primary source)*,Legal Values,Unknown,home_record/how_was_this_death_identified,Other,,Other,,
152,CommitteeReview28.CR_MMRecord,CommitteeReview,CommitteeReview28,CR_MMRecord,How was this death identified? (primary source)*,Legal Values,Unknown,home_record/how_was_this_death_identified,Unknown,,Unknown,,
153,CommitteeReview28.CR_Name1,CommitteeReview,CommitteeReview28,CR_Name1,Name,Text,Text,,,,,,Copied from home record in MMRDS; Not needed in MMRIA
154,CommitteeReview28.CR_NotPgRelOrAssoc,CommitteeReview,CommitteeReview28,CR_NotPgRelOrAssoc,Not pregnancy related or associated,Checkbox,Boolean,committee_review/pregnancy_relatedness,Not pregnancy related or associated,,Not Pregnancy Related or Associated (i.e. False Positive),,
155,CommitteeReview28.CR_OthMMRec,CommitteeReview,CommitteeReview28,CR_OthMMRec,"Specify other or multiples:",Text,Text,home_record/specify_other_multiple_sources,,,,,"should go after ""How Was This Death Identified?"""
156,CommitteeReview28.CR_PgAssoc,CommitteeReview,CommitteeReview28,CR_PgAssoc,Pregnancy associated,Checkbox,Boolean,committee_review/pregnancy_relatedness,Pregnancy associated,,Pregnancy-Associated but NOT Related,,
157,CommitteeReview28.CR_PgRelated1,CommitteeReview,CommitteeReview28,CR_PgRelated1,Pregnancy related,Checkbox,Boolean,committee_review/pregnancy_relatedness,Pregnancy related,,Pregnancy-Related,,
158,CommitteeReview28.CR_PgStatusUndeter,CommitteeReview,CommitteeReview28,CR_PgStatusUndeter,Unable to determine if pregnancy related or associated,Checkbox,Boolean,committee_review/pregnancy_relatedness,Unable to determine if pregnancy related or associated,,Unable to Determine if Pregnancy Related or Associated,,
159,CommitteeReview28.CR_RecNo1,CommitteeReview,CommitteeReview28,CR_RecNo1,Record ID,Text,Text,,,,,,Copied from home record in MMRDS; Not needed in MMRIA
160,CommitteeReview28.CR_Story,CommitteeReview,CommitteeReview28,CR_Story,Notes about key circumstances surrounding this death identified by the committee (enter in bulleted format),Multiline,Text,committee_review/notes_about_key_circumstances_surrounding_death,,,,,
161,CommitteeReview29.CR_AlterOC,CommitteeReview,CommitteeReview29,CR_AlterOC,Chance to alter outcome*,Legal Values,Unknown,committee_review/chance_to_alter_outcome,,,(blank),,
162,CommitteeReview29.CR_AlterOC,CommitteeReview,CommitteeReview29,CR_AlterOC,Chance to alter outcome*,Legal Values,Unknown,committee_review/chance_to_alter_outcome,Good chance,,Good Chance,,
163,CommitteeReview29.CR_AlterOC,CommitteeReview,CommitteeReview29,CR_AlterOC,Chance to alter outcome*,Legal Values,Unknown,committee_review/chance_to_alter_outcome,Some chance,,Some Chance,,
164,CommitteeReview29.CR_AlterOC,CommitteeReview,CommitteeReview29,CR_AlterOC,Chance to alter outcome*,Legal Values,Unknown,committee_review/chance_to_alter_outcome,No chance,,No Chance,,
165,CommitteeReview29.CR_AlterOC,CommitteeReview,CommitteeReview29,CR_AlterOC,Chance to alter outcome*,Legal Values,Unknown,committee_review/chance_to_alter_outcome,Unable to determine,,Unable to Determine,,
166,CommitteeReview29.CR_DiffOCYes,CommitteeReview,CommitteeReview29,CR_DiffOCYes,Yes,Checkbox,Boolean,committee_review/was_this_death_preventable,Yes,,Yes,,
167,CommitteeReview29.CR_DifOCNo,CommitteeReview,CommitteeReview29,CR_DifOCNo,No,Checkbox,Boolean,committee_review/was_this_death_preventable,No,,No,,
168,CommitteeReview29.CR_FactAct_grid,CommitteeReview,CommitteeReview29,CR_FactAct_grid,Critical Factors Worksheet,Grid,Unknown,,,,,,
169,CommitteeReview29.CR_FinalRecommend,CommitteeReview,CommitteeReview29,CR_FinalRecommend,Recommendations of the Committee (enter in bulleted format),Multiline,Text,committee_review/recommendations_of_committee ,,,,,
170,DeathCertificate2.DC_Age,DeathCertificate,DeathCertificate2,DC_Age,Age at death*,Number,Number,death_certificate/demographics/age,,,,,
171,DeathCertificate2.DC_AIAN,DeathCertificate,DeathCertificate2,DC_AIAN,American Indian/AK Native,Checkbox,Boolean,death_certificate/race/race,American Indian/AK Native,,American Indian/Alaska Native,,
172,DeathCertificate2.DC_AsianIndian,DeathCertificate,DeathCertificate2,DC_AsianIndian,Asian Indian,Checkbox,Boolean,death_certificate/race/race,Asian Indian,,Asian Indian,,
173,DeathCertificate2.DC_Black,DeathCertificate,DeathCertificate2,DC_Black,Black,Checkbox,Boolean,death_certificate/race/race,Black,,Black,,
174,DeathCertificate2.DC_BthCity,DeathCertificate,DeathCertificate2,DC_BthCity,City of birth (US),Text,Text,death_certificate/demographics/city_of_birth,,,,,
175,DeathCertificate2.DC_BthCntry,DeathCertificate,DeathCertificate2,DC_BthCntry,Country (if foriegn born)*,Comment Legal,Unknown,death_certificate/demographics/country_of_birth,,,(blank),,
176,DeathCertificate2.DC_BthCntry,DeathCertificate,DeathCertificate2,DC_BthCntry,Country (if foriegn born)*,Comment Legal,Unknown,death_certificate/demographics/country_of_birth,US- United States,US,US- United States,,
177,DeathCertificate2.DC_BthCntry,DeathCertificate,DeathCertificate2,DC_BthCntry,Country (if foriegn born)*,Comment Legal,Unknown,death_certificate/demographics/country_of_birth,AF- Afghanistan,AF,AF- Afghanistan,,
178,DeathCertificate2.DC_BthCntry,DeathCertificate,DeathCertificate2,DC_BthCntry,Country (if foriegn born)*,Comment Legal,Unknown,death_certificate/demographics/country_of_birth,AL- Albania,AL,AL- Albania,,
179,DeathCertificate2.DC_BthCntry,DeathCertificate,DeathCertificate2,DC_BthCntry,Country (if foriegn born)*,Comment Legal,Unknown,death_certificate/demographics/country_of_birth,AG- Algeria,AG,AG- Algeria,,
180,DeathCertificate2.DC_BthCntry,DeathCertificate,DeathCertificate2,DC_BthCntry,Country (if foriegn born)*,Comment Legal,Unknown,death_certificate/demographics/country_of_birth,AQ- American Samoa,AQ,AQ- American Samoa,,
181,DeathCertificate2.DC_BthCntry,DeathCertificate,DeathCertificate2,DC_BthCntry,Country (if foriegn born)*,Comment Legal,Unknown,death_certificate/demographics/country_of_birth,AN- Andorra,AN,AN- Andorra,,
182,DeathCertificate2.DC_BthCntry,DeathCertificate,DeathCertificate2,DC_BthCntry,Country (if foriegn born)*,Comment Legal,Unknown,death_certificate/demographics/country_of_birth,AO- Angola,AO,AO- Angola,,
183,DeathCertificate2.DC_BthCntry,DeathCertificate,DeathCertificate2,DC_BthCntry,Country (if foriegn born)*,Comment Legal,Unknown,death_certificate/demographics/country_of_birth,AV- Anguilla,AV,AV- Anguilla,,
184,DeathCertificate2.DC_BthCntry,DeathCertificate,DeathCertificate2,DC_BthCntry,Country (if foriegn born)*,Comment Legal,Unknown,death_certificate/demographics/country_of_birth,AY- Antarctica,AY,AY- Antarctica,,
185,DeathCertificate2.DC_BthCntry,DeathCertificate,DeathCertificate2,DC_BthCntry,Country (if foriegn born)*,Comment Legal,Unknown,death_certificate/demographics/country_of_birth,AC- Antigua & Barbuda,AC,AC- Antigua & Barbuda,,
186,DeathCertificate2.DC_BthCntry,DeathCertificate,DeathCertificate2,DC_BthCntry,Country (if foriegn born)*,Comment Legal,Unknown,death_certificate/demographics/country_of_birth,AR- Argentina,AR,AR- Argentina,,
187,DeathCertificate2.DC_BthCntry,DeathCertificate,DeathCertificate2,DC_BthCntry,Country (if foriegn born)*,Comment Legal,Unknown,death_certificate/demographics/country_of_birth,AM- Armenia,AM,AM- Armenia,,
188,DeathCertificate2.DC_BthCntry,DeathCertificate,DeathCertificate2,DC_BthCntry,Country (if foriegn born)*,Comment Legal,Unknown,death_certificate/demographics/country_of_birth,AA- Aruba,AA,AA- Aruba,,
189,DeathCertificate2.DC_BthCntry,DeathCertificate,DeathCertificate2,DC_BthCntry,Country (if foriegn born)*,Comment Legal,Unknown,death_certificate/demographics/country_of_birth,AS- Australia,AS,AS- Australia,,
190,DeathCertificate2.DC_BthCntry,DeathCertificate,DeathCertificate2,DC_BthCntry,Country (if foriegn born)*,Comment Legal,Unknown,death_certificate/demographics/country_of_birth,AU- Austria,AU,AU- Austria,,
191,DeathCertificate2.DC_BthCntry,DeathCertificate,DeathCertificate2,DC_BthCntry,Country (if foriegn born)*,Comment Legal,Unknown,death_certificate/demographics/country_of_birth,AJ- Azerbaijan,AJ,AJ- Azerbaijan,,
192,DeathCertificate2.DC_BthCntry,DeathCertificate,DeathCertificate2,DC_BthCntry,Country (if foriegn born)*,Comment Legal,Unknown,death_certificate/demographics/country_of_birth,BF- The Bahamas,BF,BF- The Bahamas,,
193,DeathCertificate2.DC_BthCntry,DeathCertificate,DeathCertificate2,DC_BthCntry,Country (if foriegn born)*,Comment Legal,Unknown,death_certificate/demographics/country_of_birth,BA- Bahrain,BA,BA- Bahrain,,
194,DeathCertificate2.DC_BthCntry,DeathCertificate,DeathCertificate2,DC_BthCntry,Country (if foriegn born)*,Comment Legal,Unknown,death_certificate/demographics/country_of_birth,FQ- Baker I.,FQ,FQ- Baker I.,,
195,DeathCertificate2.DC_BthCntry,DeathCertificate,DeathCertificate2,DC_BthCntry,Country (if foriegn born)*,Comment Legal,Unknown,death_certificate/demographics/country_of_birth,BG- Bangladesh,BG,BG- Bangladesh,,
196,DeathCertificate2.DC_BthCntry,DeathCertificate,DeathCertificate2,DC_BthCntry,Country (if foriegn born)*,Comment Legal,Unknown,death_certificate/demographics/country_of_birth,BB- Barbados,BB,BB- Barbados,,
197,DeathCertificate2.DC_BthCntry,DeathCertificate,DeathCertificate2,DC_BthCntry,Country (if foriegn born)*,Comment Legal,Unknown,death_certificate/demographics/country_of_birth,BO- Belarus,BO,BO- Belarus,,
198,DeathCertificate2.DC_BthCntry,DeathCertificate,DeathCertificate2,DC_BthCntry,Country (if foriegn born)*,Comment Legal,Unknown,death_certificate/demographics/country_of_birth,BE- Belgium,BE,BE- Belgium,,
199,DeathCertificate2.DC_BthCntry,DeathCertificate,DeathCertificate2,DC_BthCntry,Country (if foriegn born)*,Comment Legal,Unknown,death_certificate/demographics/country_of_birth,BH- Belize,BH,BH- Belize,,
